item_index,image_word,condition,rating,max_probability,top_one_token,p1,p2,p3,p4,p5,total_probability_mass
5,distress,incongruent,1.0,1.0,1,1.0,5.529727786779404e-10,9.185896487906575e-11,4.18367562815547e-11,9.958966984413564e-11,1.0
5,tranquility,incongruent,1.0,1.0,1,1.0,1.2223608791828156e-08,5.529727786779404e-10,3.019522409886122e-10,1.3751559890806675e-09,1.0
6,patients,congruent,5.0,1.0,5,3.213062882423401e-08,2.066371962428093e-09,7.130438461899757e-10,2.4318695068359375e-05,1.0,1.0
6,students,congruent,5.0,1.0,5,0.0002307891845703125,2.9325485229492188e-05,0.0002956390380859375,0.0001087188720703125,1.0,1.0
6,patients,incongruent,1.015625,0.9921875,1,0.9921875,0.006683349609375,0.0024566650390625,3.504753112792969e-05,0.00054931640625,1.0
6,students,incongruent,1.0,1.0,1,1.0,4.231929779052734e-06,1.6540288925170898e-06,1.8533319234848022e-07,6.5267086029052734e-06,1.0
7,consensus,congruent,5.0,1.0,5,8.754432201385498e-08,3.0547380447387695e-07,2.2351741790771484e-07,0.00116729736328125,1.0,1.0
7,deadlock,congruent,5.0,1.0,5,2.7830537874251604e-10,3.8198777474462986e-10,7.566995918750763e-10,3.725290298461914e-06,1.0,1.0
7,consensus,incongruent,1.015625,0.98828125,1,0.98828125,0.008544921875,0.002166748046875,3.075599670410156e-05,2.1219253540039062e-05,1.0
7,deadlock,incongruent,1.0,1.0,1,1.0,4.6798959374427795e-08,4.511093720793724e-09,3.055902197957039e-10,2.735760062932968e-09,1.0
8,cancer,congruent,4.96875,0.984375,5,0.0096435546875,0.004547119140625,0.00061798095703125,0.00189971923828125,0.984375,1.0
8,engagement,congruent,5.0,1.0,5,1.83936208486557e-08,7.683411240577698e-09,2.270098775625229e-09,2.1457672119140625e-05,1.0,1.0
8,cancer,incongruent,1.0625,0.9609375,1,0.9609375,0.017578125,0.0198974609375,0.00025177001953125,0.00112152099609375,1.0
8,engagement,incongruent,1.0546875,0.9765625,1,0.9765625,0.013916015625,0.0016632080078125,2.372264862060547e-05,0.0084228515625,1.0
9,classroom,congruent,5.0,1.0,5,9.74978320300579e-10,3.255991032347083e-10,7.821654435247183e-10,7.420778274536133e-06,1.0,1.0
9,terminal,congruent,5.0,1.0,5,9.837094694375992e-09,7.188646122813225e-09,5.2677933126688e-09,0.00012302398681640625,1.0,1.0
9,classroom,incongruent,5.0,0.99609375,5,3.933906555175781e-06,2.8908252716064453e-06,3.4458935260772705e-07,0.005218505859375,0.99609375,1.0
9,terminal,incongruent,1.0,1.0,1,1.0,0.000431060791015625,4.00543212890625e-05,1.5735626220703125e-05,1.2993812561035156e-05,1.0
10,cash,congruent,5.0,1.0,5,6.075424607843161e-10,1.750777300912887e-11,3.774403012357652e-11,3.987224772572517e-09,1.0,1.0
10,groceries,congruent,5.0,1.0,5,1.4435499906539917e-07,6.891787052154541e-07,5.364418029785156e-07,0.0001087188720703125,1.0,1.0
10,cash,incongruent,1.0078125,0.9921875,1,0.9921875,0.004058837890625,0.0024566650390625,0.000293731689453125,0.000293731689453125,1.0
10,groceries,incongruent,1.0,1.0,1,1.0,3.528594970703125e-05,1.6689300537109375e-05,4.731118679046631e-07,5.424022674560547e-06,1.0
11,confident,congruent,5.0,1.0,5,8.381903171539307e-09,7.188646122813225e-09,7.188646122813225e-09,4.798173904418945e-06,1.0,1.0
11,lonely,congruent,5.0,1.0,5,1.0331859812140465e-09,4.05634636990726e-10,4.802132025361061e-10,1.4784745872020721e-08,1.0,1.0
11,confident,incongruent,2.953125,0.95703125,3,0.0120849609375,0.0255126953125,0.95703125,0.00013446807861328125,0.00390625,1.0
11,lonely,incongruent,2.015625,0.9296875,2,0.028076171875,0.9296875,0.040771484375,0.00010156631469726562,0.00018978118896484375,1.0
12,joy,congruent,5.0,1.0,5,9.5042196335271e-11,6.73594513500575e-12,4.149569576838985e-12,2.582964953035116e-10,1.0,1.0
12,outrage,congruent,5.0,1.0,5,4.94765117764473e-09,2.4883775040507317e-09,1.1350493878126144e-09,5.699694156646729e-07,1.0,1.0
12,joy,incongruent,1.0,1.0,1,1.0,9.918585419654846e-08,3.026798367500305e-08,1.30385160446167e-08,1.1525116860866547e-08,1.0
12,outrage,incongruent,5.0,1.0,5,1.996755599975586e-06,1.6689300537109375e-05,5.029141902923584e-07,0.0002956390380859375,1.0,1.0
13,snowstorm,congruent,5.0,1.0,5,7.821654435247183e-10,5.866240826435387e-11,8.139977580867708e-11,5.617039278149605e-09,1.0,1.0
13,traffic,congruent,5.0,1.0,5,3.6834535421803594e-11,4.405364961712621e-12,1.7394086171407253e-11,1.2514647096395493e-09,1.0,1.0
13,snowstorm,incongruent,1.5390625,0.52734375,2,0.466796875,0.52734375,0.00518798828125,0.0001773834228515625,8.392333984375e-05,1.0
13,traffic,incongruent,1.328125,0.67578125,1,0.67578125,0.318359375,0.005828857421875,0.00037384033203125,0.0001068115234375,1.0
14,frustration,congruent,5.0,1.0,5,5.502442945726216e-11,4.376943252282217e-12,9.43600753089413e-12,2.382876118645072e-10,1.0,1.0
14,laughter,congruent,5.0,1.0,5,6.320988177321851e-11,1.0459189070388675e-11,1.4665602066088468e-11,2.0372681319713593e-10,1.0,1.0
14,frustration,incongruent,1.0,1.0,1,1.0,1.126900315284729e-07,3.725290298461914e-09,1.760781742632389e-09,3.623426891863346e-09,1.0
14,laughter,incongruent,1.0,1.0,1,1.0,2.514570951461792e-08,9.458744898438454e-10,9.458744898438454e-10,1.1350493878126144e-09,1.0
15,calculator,congruent,5.0,0.99609375,5,0.00017833709716796875,0.00054931640625,1.4662742614746094e-05,0.004608154296875,0.99609375,1.0
15,instrument,congruent,4.875,0.90234375,5,0.0004405975341796875,0.0015411376953125,0.01007080078125,0.083984375,0.90234375,1.0
15,calculator,incongruent,1.09375,0.953125,1,0.953125,0.00726318359375,0.036865234375,9.1552734375e-05,0.0034332275390625,1.0
15,instrument,incongruent,4.625,0.64453125,5,0.0003566741943359375,0.0091552734375,0.0029754638671875,0.34375,0.64453125,1.0
16,orchestra,congruent,5.0,1.0,5,3.655441105365753e-08,5.966285243630409e-09,2.4156179279088974e-09,2.1457672119140625e-05,1.0,1.0
16,racers,congruent,5.0,1.0,5,1.8553691916167736e-10,2.1100277081131935e-10,6.639311322942376e-11,2.2118911147117615e-08,1.0,1.0
16,orchestra,incongruent,5.0,0.99609375,5,0.000293731689453125,0.00022983551025390625,1.1444091796875e-05,0.004608154296875,0.99609375,1.0
16,racers,incongruent,1.0078125,1.0,1,1.0,0.00102996826171875,0.0003795623779296875,0.0001583099365234375,9.584426879882812e-05,1.0
17,playdate,congruent,5.0,1.0,5,1.1920928955078125e-07,5.364418029785156e-07,1.1920928955078125e-07,0.00170135498046875,1.0,1.0
17,retirement,congruent,5.0,1.0,5,4.4565240386873484e-10,4.18367562815547e-10,3.1650415621697903e-10,5.029141902923584e-07,1.0,1.0
17,playdate,incongruent,1.0,1.0,1,1.0,4.172325134277344e-07,2.6775524020195007e-08,2.4883775040507317e-09,8.242204785346985e-08,1.0
17,retirement,incongruent,2.546875,0.4921875,3,0.07568359375,0.3828125,0.4921875,0.0216064453125,0.0277099609375,1.0
18,depressed,congruent,4.96875,0.99609375,5,2.3990869522094727e-06,5.125999450683594e-05,5.3942203521728516e-06,0.003173828125,0.99609375,1.0
18,relieved,congruent,5.0,1.0,5,6.475602276623249e-10,3.1650415621697903e-10,7.867129170335829e-11,1.2759119272232056e-07,1.0,1.0
18,depressed,incongruent,5.0,1.0,5,1.126900315284729e-07,2.2351741790771484e-07,2.514570951461792e-08,0.00020313262939453125,1.0,1.0
18,relieved,incongruent,1.0078125,0.9921875,1,0.9921875,0.006683349609375,1.138448715209961e-05,2.7298927307128906e-05,1.7642974853515625e-05,1.0
19,friends,congruent,4.75,0.87890625,5,0.007598876953125,0.00131988525390625,0.10498046875,0.00592041015625,0.87890625,1.0
19,weight,congruent,5.0,1.0,5,1.0058283805847168e-06,8.404254913330078e-06,1.996755599975586e-06,0.00048828125,1.0,1.0
19,friends,incongruent,1.6015625,0.78515625,1,0.78515625,0.044189453125,0.064453125,0.00103759765625,0.10595703125,1.0
19,weight,incongruent,1.0234375,0.9921875,1,0.9921875,0.0002288818359375,0.005889892578125,2.9087066650390625e-05,0.00191497802734375,1.0
20,lipstick,congruent,5.0,1.0,5,0.0002956390380859375,8.487701416015625e-05,2.4318695068359375e-05,0.000553131103515625,1.0,1.0
20,song,congruent,5.0,1.0,5,1.602984411874786e-11,8.469669410260394e-12,1.0459189070388675e-11,9.546056389808655e-09,1.0,1.0
20,lipstick,incongruent,1.7109375,0.64453125,1,0.64453125,0.005584716796875,0.345703125,0.000972747802734375,0.00193023681640625,1.0
20,song,incongruent,1.0,1.0,1,1.0,7.867813110351562e-06,2.115964889526367e-06,1.55717134475708e-06,1.0132789611816406e-05,1.0
21,fought,congruent,5.0,1.0,5,2.514570951461792e-08,3.655441105365753e-08,6.845220923423767e-08,2.1457672119140625e-05,1.0,1.0
21,sang,congruent,5.0,0.99609375,5,9.5367431640625e-05,7.867813110351562e-06,9.98377799987793e-07,0.005218505859375,0.99609375,1.0
21,fought,incongruent,1.0,1.0,1,1.0,0.0002956390380859375,3.528594970703125e-05,1.7583370208740234e-06,1.0058283805847168e-06,1.0
21,sang,incongruent,1.0,1.0,1,1.0,4.5299530029296875e-05,0.00012302398681640625,2.3990869522094727e-06,2.753734588623047e-05,1.0
22,reassured,congruent,5.0,1.0,5,1.4603137969970703e-06,2.726912498474121e-06,3.213062882423401e-08,0.000335693359375,1.0,1.0
22,skeptical,congruent,4.9375,0.96484375,5,1.2576580047607422e-05,4.982948303222656e-05,0.0001354217529296875,0.032958984375,0.96484375,0.99609375
22,reassured,incongruent,1.96875,0.96484375,2,0.032958984375,0.96484375,0.0006866455078125,0.00025177001953125,0.000881195068359375,1.0
22,skeptical,incongruent,2.828125,0.85546875,3,0.0546875,0.07958984375,0.85546875,0.000782012939453125,0.0084228515625,1.0
23,graduation,congruent,5.0,1.0,5,1.4915713109076023e-10,1.716671249596402e-11,1.0970779840135947e-11,2.4883775040507317e-09,1.0,1.0
23,operation,congruent,4.90625,0.9140625,5,1.728534698486328e-05,6.866455078125e-05,5.27501106262207e-06,0.0849609375,0.9140625,1.0
23,graduation,incongruent,1.0,1.0,1,1.0,1.2993812561035156e-05,4.4517219066619873e-07,2.1047890186309814e-07,5.029141902923584e-07,1.0
23,operation,incongruent,1.0,1.0,1,1.0,5.029141902923584e-07,2.2118911147117615e-08,1.0477378964424133e-08,4.6798959374427795e-08,1.0
24,aftermath,congruent,5.0,1.0,5,9.255018085241318e-09,2.4156179279088974e-09,2.9976945370435715e-09,8.404254913330078e-06,1.0,1.0
24,bride,congruent,5.0,1.0,5,2.648448571562767e-09,4.6566128730773926e-09,4.103640094399452e-09,0.0002613067626953125,1.0,1.0
24,aftermath,incongruent,1.0,1.0,1,1.0,5.424022674560547e-06,4.231929779052734e-06,2.514570951461792e-08,1.9744038581848145e-07,1.0
24,bride,incongruent,4.0625,0.5234375,5,0.00848388671875,0.0179443359375,0.408203125,0.04296875,0.5234375,1.0
25,daughter,congruent,5.0,1.0,5,3.623426891863346e-09,2.4883775040507317e-09,1.1714291758835316e-09,2.562999725341797e-06,1.0,1.0
25,teacher,congruent,5.0,1.0,5,9.049472282640636e-11,2.6557245291769505e-10,1.1459633242338896e-10,8.404254913330078e-06,1.0,1.0
25,daughter,incongruent,2.03125,0.984375,2,0.00061798095703125,0.984375,0.00750732421875,0.00750732421875,0.00061798095703125,1.0
25,teacher,incongruent,1.0,1.0,1,1.0,0.00170135498046875,2.753734588623047e-05,2.115964889526367e-06,2.250075340270996e-06,1.0
26,grandma,congruent,5.0,1.0,5,1.0413714335300028e-10,1.9554136088117957e-11,2.97859514830634e-11,1.760781742632389e-09,1.0,1.0
26,roommate,congruent,5.0,1.0,5,4.400499165058136e-08,1.83936208486557e-08,5.4424162954092026e-09,1.6391277313232422e-07,1.0,1.0
26,grandma,incongruent,1.9765625,0.96875,2,0.029296875,0.96875,0.00113677978515625,5.650520324707031e-05,0.0005340576171875,1.0
26,roommate,incongruent,1.0,1.0,1,1.0,0.0001087188720703125,0.0003795623779296875,2.562999725341797e-06,4.00543212890625e-05,1.0
27,brother,congruent,5.0,1.0,5,1.807620719773695e-11,3.979039320256561e-11,7.412381819449365e-11,9.837094694375992e-09,1.0,1.0
27,mother,congruent,5.0,1.0,5,3.2741809263825417e-11,8.36735125631094e-11,9.958966984413564e-11,8.754432201385498e-08,1.0,1.0
27,brother,incongruent,1.625,0.5390625,2,0.419921875,0.5390625,0.0390625,0.00118255615234375,0.0007171630859375,1.0
27,mother,incongruent,2.015625,0.96875,2,0.00653076171875,0.96875,0.0228271484375,0.00164794921875,0.000881195068359375,1.0
28,preschool,congruent,5.0,1.0,5,1.5570549294352531e-09,2.1736923372372985e-10,1.0095391189679503e-10,1.4435499906539917e-07,1.0,1.0
28,prison,congruent,5.0,1.0,5,7.338821887969971e-07,1.2889504432678223e-06,2.1047890186309814e-07,0.000804901123046875,1.0,1.0
28,preschool,incongruent,1.0,1.0,1,1.0,1.2993812561035156e-05,7.82310962677002e-07,1.7415732145309448e-07,3.5017728805541992e-06,1.0
28,prison,incongruent,1.0,1.0,1,1.0,0.00012302398681640625,5.0961971282958984e-06,2.2351741790771484e-07,7.867813110351562e-06,1.0
29,hopeful,congruent,5.0,1.0,5,5.711626727133989e-10,1.978150976356119e-11,2.7625901566352695e-11,4.98257577419281e-08,1.0,1.0
29,hopeless,congruent,5.0,1.0,5,4.934008757118136e-11,1.3869794202037156e-11,4.615685611497611e-11,3.888271749019623e-08,1.0,1.0
29,hopeful,incongruent,1.3046875,0.69921875,1,0.69921875,0.29296875,0.006072998046875,1.0311603546142578e-05,0.00072479248046875,1.0
29,hopeless,incongruent,1.0,1.0,1,1.0,5.817413330078125e-05,3.9301812648773193e-07,6.1409082263708115e-09,8.672941476106644e-09,1.0
30,appalled,congruent,5.0,1.0,5,1.2069940567016602e-06,1.2014061212539673e-07,3.026798367500305e-08,8.487701416015625e-05,1.0,1.0
30,overjoyed,congruent,5.0,1.0,5,7.130438461899757e-10,8.36735125631094e-11,7.867129170335829e-11,1.83936208486557e-08,1.0,1.0
30,appalled,incongruent,1.0,1.0,1,1.0,3.7670135498046875e-05,2.3990869522094727e-06,3.084540367126465e-06,2.2649765014648438e-06,1.0
30,overjoyed,incongruent,5.0,0.984375,5,0.0021514892578125,0.00115203857421875,5.078315734863281e-05,0.01092529296875,0.984375,1.0
31,encouragement,congruent,5.0,1.0,5,1.5061232261359692e-09,1.2514647096395493e-09,2.837623469531536e-10,4.6798959374427795e-08,1.0,1.0
31,reprimand,congruent,5.0,1.0,5,7.003109203651547e-11,4.1382008930668235e-11,6.139089236967266e-11,7.4214767664670944e-09,1.0,1.0
31,encouragement,incongruent,1.0,1.0,1,1.0,2.014636993408203e-05,4.4517219066619873e-07,5.657784640789032e-08,8.242204785346985e-08,1.0
31,reprimand,incongruent,1.0,1.0,1,1.0,4.911271389573812e-10,3.583409124985337e-10,2.2373569663614035e-10,1.2005330063402653e-10,1.0
32,angrily,congruent,5.0,1.0,5,5.3085386753082275e-08,1.618172973394394e-08,1.525040715932846e-08,1.6540288925170898e-06,1.0,1.0
32,cordially,congruent,5.0,1.0,5,5.4424162954092026e-09,6.344635039567947e-09,1.331500243395567e-09,5.029141902923584e-07,1.0,1.0
32,angrily,incongruent,1.0,1.0,1,1.0,3.259629011154175e-07,4.1443854570388794e-08,1.3445969671010971e-08,3.725290298461914e-09,1.0
32,cordially,incongruent,1.0,1.0,1,1.0,2.276897430419922e-05,1.55717134475708e-06,2.2351741790771484e-07,3.4226104617118835e-08,1.0
33,accusatory,congruent,5.0,1.0,5,1.0913936421275139e-10,3.342393029015511e-11,4.843059286940843e-11,3.119930624961853e-08,1.0,1.0
33,flirtatious,congruent,5.0,1.0,5,8.307397365570068e-07,4.500150680541992e-06,9.98377799987793e-07,0.00193023681640625,1.0,1.0
33,accusatory,incongruent,1.0,1.0,1,1.0,8.242204785346985e-08,4.802132025361061e-09,5.893525667488575e-10,1.709850039333105e-09,1.0
33,flirtatious,incongruent,1.8125,0.53125,1,0.53125,0.283203125,0.07177734375,0.07177734375,0.04345703125,1.0
34,disapprovingly,congruent,5.0,1.0,5,1.659827830735594e-11,2.5124791136477143e-11,3.842615114990622e-11,1.525040715932846e-08,1.0,1.0
34,lovingly,congruent,5.0,1.0,5,1.0570511221885681e-07,2.3632310330867767e-08,1.331500243395567e-09,4.231929779052734e-06,1.0,1.0
34,disapprovingly,incongruent,1.0,1.0,1,1.0,0.000553131103515625,8.487701416015625e-05,8.940696716308594e-06,2.115964889526367e-06,1.0
34,lovingly,incongruent,1.0,1.0,1,1.0,5.029141902923584e-07,7.264316082000732e-08,3.213062882423401e-08,3.888271749019623e-08,1.0
35,distant,congruent,2.8125,0.83203125,3,0.03662109375,0.1279296875,0.83203125,0.0026397705078125,0.0016021728515625,1.0
35,playful,congruent,5.0,1.0,5,1.8189894035458565e-09,1.2150849215686321e-09,9.458744898438454e-10,6.973743438720703e-06,1.0,1.0
35,distant,incongruent,1.0234375,0.97265625,1,0.97265625,0.02587890625,0.000690460205078125,7.599592208862305e-07,2.6263296604156494e-07,1.0
35,playful,incongruent,1.0,1.0,1,1.0,3.528594970703125e-05,2.5331974029541016e-07,1.5366822481155396e-07,2.2649765014648438e-06,1.0
36,headphones,congruent,5.0,1.0,5,2.3283064365386963e-09,9.1313268058002e-10,8.87666828930378e-10,1.0132789611816406e-05,1.0,1.0
36,mangoes,congruent,5.0,1.0,5,1.2889504432678223e-06,1.1444091796875e-05,1.996755599975586e-06,0.00070953369140625,1.0,1.0
36,headphones,incongruent,1.0,1.0,1,1.0,2.1457672119140625e-05,7.338821887969971e-07,3.9301812648773193e-07,6.891787052154541e-07,1.0
36,mangoes,incongruent,1.0,1.0,1,1.0,2.014636993408203e-05,4.798173904418945e-06,5.781650543212891e-06,2.753734588623047e-05,1.0
37,park,congruent,5.0,1.0,5,7.130438461899757e-10,1.77351466845721e-11,2.9103830456733704e-11,2.270098775625229e-09,1.0,1.0
37,playroom,congruent,5.0,1.0,5,4.383764462545514e-10,1.0857093002414331e-11,2.6943780540023e-11,7.916241884231567e-09,1.0,1.0
37,park,incongruent,1.203125,0.796875,1,0.796875,0.2021484375,0.00034332275390625,0.00023651123046875,1.71661376953125e-05,1.0
37,playroom,incongruent,1.0,1.0,1,1.0,0.00102996826171875,1.4722347259521484e-05,6.5267086029052734e-06,5.751848220825195e-06,1.0
38,backyard,congruent,5.0,1.0,5,1.9463186617940664e-10,1.382431946694851e-10,8.230927051045e-11,4.6798959374427795e-08,1.0,1.0
38,bedroom,congruent,5.0,1.0,5,1.1459633242338896e-10,1.7962520360015333e-11,7.503331289626658e-11,8.866190910339355e-07,1.0,1.0
38,backyard,incongruent,1.0078125,0.9921875,1,0.9921875,0.008544921875,0.00017833709716796875,0.0001220703125,3.471970558166504e-06,1.0
38,bedroom,incongruent,1.0,0.99609375,1,0.99609375,0.0028076171875,5.125999450683594e-05,3.0994415283203125e-05,5.817413330078125e-05,1.0
39,excitedly,congruent,5.0,1.0,5,1.760781742632389e-09,2.8405338525772095e-08,9.837094694375992e-09,8.487701416015625e-05,1.0,1.0
39,solemnly,congruent,5.0,1.0,5,4.172325134277344e-07,4.231929779052734e-06,7.338821887969971e-07,0.0001583099365234375,1.0,1.0
39,excitedly,incongruent,2.015625,0.98828125,2,0.0021514892578125,0.98828125,0.008544921875,0.0021514892578125,0.0003757476806640625,1.0
39,solemnly,incongruent,1.9921875,0.9765625,2,0.013916015625,0.9765625,0.00848388671875,7.295608520507812e-05,1.2695789337158203e-05,1.0
40,car,congruent,5.0,1.0,5,2.735760062932968e-09,5.617039278149605e-09,3.0995579436421394e-09,5.364418029785156e-07,1.0,1.0
40,sock,congruent,5.0,1.0,5,1.2631062418222427e-08,9.837094694375992e-09,1.618172973394394e-08,3.528594970703125e-05,1.0,1.0
40,car,incongruent,1.25,0.83984375,1,0.83984375,0.078125,0.078125,0.00183868408203125,0.0020751953125,1.0
40,sock,incongruent,1.0,1.0,1,1.0,0.0002307891845703125,1.150369644165039e-05,8.307397365570068e-07,5.0961971282958984e-06,1.0
41,naked,congruent,5.0,1.0,5,5.14984130859375e-05,2.1457672119140625e-05,4.731118679046631e-07,3.528594970703125e-05,1.0,1.0
41,overdressed,congruent,5.0,1.0,5,2.3283064365386963e-09,5.791662260890007e-09,4.602043190971017e-10,1.150369644165039e-05,1.0,1.0
41,naked,incongruent,1.0,1.0,1,1.0,2.868473529815674e-07,2.514570951461792e-08,9.837094694375992e-09,4.1443854570388794e-08,1.0
41,overdressed,incongruent,1.0,1.0,1,1.0,7.264316082000732e-08,5.791662260890007e-09,4.98257577419281e-08,2.5331974029541016e-07,1.0
42,lively,congruent,5.0,1.0,5,8.526512829121202e-12,5.229594535194337e-12,7.673861546209082e-12,1.4624674804508686e-09,1.0,1.0
42,shy,congruent,5.0,1.0,5,4.172325134277344e-07,1.996755599975586e-06,4.76837158203125e-06,0.0003795623779296875,1.0,1.0
42,lively,incongruent,1.8125,0.7890625,2,0.19921875,0.7890625,0.01275634765625,6.67572021484375e-05,5.4836273193359375e-06,1.0
42,shy,incongruent,1.0,1.0,1,1.0,0.000911712646484375,0.00012302398681640625,9.313225746154785e-08,1.5366822481155396e-07,1.0
43,flattered,congruent,5.0,1.0,5,3.3651303965598345e-10,8.076312951743603e-10,1.5370460459962487e-10,2.2351741790771484e-07,1.0,1.0
43,offended,congruent,5.0,1.0,5,8.754432201385498e-08,3.293156623840332e-06,8.307397365570068e-07,0.000804901123046875,1.0,1.0
43,flattered,incongruent,4.40625,0.671875,5,0.0045166015625,0.1318359375,0.0012969970703125,0.1923828125,0.671875,1.0
43,offended,incongruent,1.0,1.0,1,1.0,0.00048828125,9.584426879882812e-05,1.1444091796875e-05,5.781650543212891e-06,1.0
44,cellmate,congruent,5.0,1.0,5,8.230927051045e-11,1.6589183360338211e-09,8.585629984736443e-10,2.562999725341797e-06,1.0,1.0
44,grandkid,congruent,5.0,1.0,5,9.313225746154785e-08,3.026798367500305e-08,2.8405338525772095e-08,0.00014019012451171875,1.0,1.0
44,cellmate,incongruent,1.21875,0.89453125,1,0.89453125,0.03466796875,0.050537109375,0.00012493133544921875,0.02099609375,1.0
44,grandkid,incongruent,1.0078125,0.9921875,1,0.9921875,0.004608154296875,0.001495361328125,9.5367431640625e-05,0.000797271728515625,1.0
45,fired,congruent,5.0,1.0,5,7.130438461899757e-10,7.685230229981244e-11,7.639755494892597e-11,4.6566128730773926e-09,1.0,1.0
45,promoted,congruent,5.0,1.0,5,1.0695657692849636e-09,4.615685611497611e-11,2.5124791136477143e-11,1.1117663234472275e-08,1.0,1.0
45,fired,incongruent,1.0,1.0,1,1.0,0.000335693359375,8.404254913330078e-06,8.242204785346985e-08,3.259629011154175e-07,1.0
45,promoted,incongruent,1.0,1.0,1,1.0,2.7008354663848877e-07,3.655441105365753e-08,8.149072527885437e-09,4.6798959374427795e-08,1.0
46,celebration,congruent,5.0,1.0,5,1.9744038581848145e-07,1.9744038581848145e-07,3.026798367500305e-08,0.0002956390380859375,1.0,1.0
46,shooting,congruent,5.0,1.0,5,0.0006256103515625,2.1457672119140625e-05,4.231929779052734e-06,0.0002613067626953125,1.0,1.0
46,celebration,incongruent,1.0,1.0,1,1.0,2.5331974029541016e-07,4.6798959374427795e-08,2.561137080192566e-09,3.888271749019623e-08,1.0
46,shooting,incongruent,1.0,1.0,1,1.0,0.0002307891845703125,5.817413330078125e-05,1.2069940567016602e-06,3.5017728805541992e-06,1.0
47,beer,congruent,4.96875,0.99609375,5,1.0073184967041016e-05,5.817413330078125e-05,1.2814998626708984e-06,0.0028076171875,0.99609375,1.0
47,crayon,congruent,4.96875,0.96875,5,6.735324859619141e-06,5.626678466796875e-05,1.609325408935547e-05,0.033203125,0.96875,1.0
47,beer,incongruent,1.0,1.0,1,1.0,4.00543212890625e-05,1.4722347259521484e-05,3.46451997756958e-07,1.0654330253601074e-06,1.0
47,crayon,incongruent,1.0,1.0,1,1.0,7.867813110351562e-06,1.9744038581848145e-07,1.83936208486557e-08,4.98257577419281e-08,1.0
48,taxi,congruent,5.0,1.0,5,6.007030606269836e-08,1.5497207641601562e-06,5.029141902923584e-07,0.0001087188720703125,1.0,1.0
